standard_system,standard_id,standard_name_zh,standard_name_en,company_id,company_name_zh,company_name_en,world500_rank,industry_section_code,industry_section_name_zh,industry_section_name_en,current_company_workbench_code,current_company_workbench_name_zh,industry_consistency_status,decision_bucket,evidence_status,evidence_page,source_file,snippet,enters_sankey,review_note
GHG Protocol,ghg_product_standard,GHG Protocol 产品生命周期核算与报告标准,GHG Protocol Product Life Cycle Accounting and Reporting Standard,r345_raízen公司,Raízen,Raízen,345,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,demoted,review,32,item-1338-raizen-rs24-25-en-d11.pdf,"In line with the transition to a low-carbon economy, we use the GHG Protocol framework to quanti- fy and manage greenhouse gas emissions from our operations,...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r345_raízen公司,Raízen,Raízen,345,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,demoted,review,32,item-1338-raizen-rs24-25-en-d11.pdf,"In line with the transition to a low-carbon economy, we use the GHG Protocol framework to quanti- fy and manage greenhouse gas emissions from our operations,...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r345_raízen公司,Raízen,Raízen,345,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,demoted,review,32,item-1338-raizen-rs24-25-en-d11.pdf,"In line with the transition to a low-carbon economy, we use the GHG Protocol framework to quanti- fy and manage greenhouse gas emissions from our operations,...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r346_dow,陶氏公司,DOW,346,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,2 | 30 | 31 | 74,DOW-2024-progress-report.pdf,"Standards and GHG disclosures referenced or included in the GHG Protocol disclosure report for the year ended December 31, 2024, are presented in accordance with the GHG Protocol Corporate Accounting and Reporting Standard (Revised Edition) published by the World Resources Institute (WRI)/World Business Council for Sustainable Development (WBCSD). For the S…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_product_standard,GHG Protocol 产品生命周期核算与报告标准,GHG Protocol Product Life Cycle Accounting and Reporting Standard,r346_dow,陶氏公司,DOW,346,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,116,DOW-2024-progress-report.pdf,"ines like the TfS Guidelines for the chemical sector and the GLEC Framework for transportation. Supplier-reported product and transport carbon footprint data is verified using the GHG Protocol Product Standard, ISO 14067, TfS Guidelines/Catena-X, WBCSD Pathfinder Met… PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF …",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r346_dow,陶氏公司,DOW,346,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,116 | 2 | 30,DOW-2024-progress-report.pdf,"in Category 4, travel agency booking data in Category 6, and investment emissions in Category 15. Dow Scope 3 accounting follows leading methodologies, including the GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard and sector-specific guidelines like the TfS Guidelines for the chemical sector and the GLEC Framework for transpor…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r346_dow,陶氏公司,DOW,346,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,2,DOW-2024-progress-report.pdf,Structured standard tag: GHG Protocol; Standard role: Accounting standard ING ACCOUNTABILITY AND BEST-IN-CLASS PERFORMANCE Corporate Governance 28 Accountability in Action Through Corporate Governance Reporting & Disclosures 30 GRI Disclosure Report 114 GRI Assurance Statement 115 Greenhouse Gas (GHG) Protocol Di DOW-2024-progress-report.pdf 2024 PROGRESS R…,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r349_fomentoeconómicomexicano公司,Fomento Económico Mexicano,Fomento Económico Mexicano,349,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,132,FEMSA_2024_Annual_Report.pdf,"3 emissions data for 2024 is still being calculated, given the complexity of the calculation due to our Business Units' different sectors, countries of opera...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r349_fomentoeconómicomexicano公司,Fomento Económico Mexicano,Fomento Económico Mexicano,349,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,132,FEMSA_2024_Annual_Report.pdf,"3 emissions data for 2024 is still being calculated, given the complexity of the calculation due to our Business Units' different sectors, countries of opera...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r349_fomentoeconómicomexicano公司,Fomento Económico Mexicano,Fomento Económico Mexicano,349,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,132,FEMSA_2024_Annual_Report.pdf,"3 emissions data for 2024 is still being calculated, given the complexity of the calculation due to our Business Units' different sectors, countries of opera...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r349_fomentoeconómicomexicano公司,Fomento Económico Mexicano,Fomento Económico Mexicano,349,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,132,FEMSA_2024_Annual_Report.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard 3 emissions data for 2024 is still being calculated, given the complexity of the calculation due to our Business Units' different sectors, countries of operation, and the interaction of various multidisciplinary teams. We follow the average FEMSA_2024_Annual_Report.pdf 130 FEMSA 2024 …",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r350_telefónica,西班牙电话公司,TELEFÓNICA,350,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",I,信息传输、软件和信息技术服务业,consistent_with_company_workbench,accepted,verified,63 | 108 | 109,2024TELEFÓNICA consolidated-management-report.pdf,"ventory E1-6_15 Telefónica calculates the carbon footprint for its operations (Scopes 1 and 2) and its value chain (Scope 3), using the methodology established in the GHG Protocol Corporate Accounting and Reporting Standard (revised edition). The emissions inventory follows the methodological guidelines based on the principles of relevance, completeness, co…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r350_telefónica,西班牙电话公司,TELEFÓNICA,350,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",I,信息传输、软件和信息技术服务业,consistent_with_company_workbench,accepted,verified,109 | 63,2024TELEFÓNICA consolidated-management-report.pdf,"a of the Net Zero corporate standard of the SBTi initiative. E1-6_29 The methodology used for Scope 3 emissions accounting complies with the recommendations from the GHG Protocol (Corporate Value Chain (Scope 3) Accounting and Reporting Standard) and from the sectoral guidance provided by ITU-T, GeSI and GSMA (Guidance for … PDF full-document exact-series s…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r350_telefónica,西班牙电话公司,TELEFÓNICA,350,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",I,信息传输、软件和信息技术服务业,consistent_with_company_workbench,demoted,review,63,2024TELEFÓNICA consolidated-management-report.pdf,"y unit. For electricity, the emission factors included in the IEA Emission Factors (2024) report of the International Energy Agency and local official source...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r350_telefónica,西班牙电话公司,TELEFÓNICA,350,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",I,信息传输、软件和信息技术服务业,consistent_with_company_workbench,demoted,review,63,2024TELEFÓNICA consolidated-management-report.pdf,"y unit. For electricity, the emission factors included in the IEA Emission Factors (2024) report of the International Energy Agency and local official source...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r351_chinaminshengbanking,中国民生银行股份有限公司,CHINA MINSHENG BANKING,351,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,63,Lloyds_Banking_Group_Annual_Report_2024.pdf,"Streamlined energy carbon reporting Methodology The Group follows the principles of the Greenhouse Gas (GHG) Protocol Corporate Accounting and Reporting Standard to calculate Scope 1, 2 and 3 emissions from our worldwide operations. Energy consumption is calculated according to guidance set out by the Department for Energy Security and Net",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r352_bestbuy,百思买,BEST BUY,352,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,55,BestBuy-CRS-Report-2025.pdf,"RBA Online Academy to build awareness and knowledge on climate change, GHG emission accounting and goal setting. We also developed a GHG emission data calcul...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r352_bestbuy,百思买,BEST BUY,352,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,55,BestBuy-CRS-Report-2025.pdf,"RBA Online Academy to build awareness and knowledge on climate change, GHG emission accounting and goal setting. We also developed a GHG emission data calcul...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r352_bestbuy,百思买,BEST BUY,352,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,55,BestBuy-CRS-Report-2025.pdf,"RBA Online Academy to build awareness and knowledge on climate change, GHG emission accounting and goal setting. We also developed a GHG emission data calcul...",false,generic_or_scope_context_without_explicit_fine_series_name
