priority_rank,priority_group,priority_group_zh,world500_rank,company_id,company_name_en,company_name_zh,readiness_status,readiness_status_zh,readiness_score,readiness_score_max,missing_requirement_count,primary_workstream,primary_workstream_zh,missing_workstreams,missing_workstreams_zh,missing_requirement_keys,missing_requirement_zh,direct_scope_set,scope_candidate_count,scope3_candidate_count,scope3_category_count,next_action_zh,acceptance_note_zh
297,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,28,r028_stellantis集团,Stellantis,Stellantis,evidence_graph_only,仅事实图谱/证据层,5,14,9,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,,0,0,0,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
298,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,41,r041_bmwgroup,BMW GROUP,宝马集团,evidence_graph_only,仅事实图谱/证据层,5,14,9,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,,0,0,0,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
299,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,44,r044_chinabaowusteelgroup,CHINA BAOWU STEEL GROUP,中国宝武钢铁集团有限公司,evidence_graph_only,仅事实图谱/证据层,5,14,9,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_economic_instrument_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有经济/成本侧工具事实；目标-基准-进度链完整,,0,0,0,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
300,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,59,r059_chinalifeinsurance,CHINA LIFE INSURANCE,中国人寿保险（集团）公司,evidence_graph_only,仅事实图谱/证据层,5,14,9,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_standard_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有标准/准则证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,,0,0,0,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
301,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,60,r060_walgreensbootsalliance,WALGREENS BOOTS ALLIANCE,沃博联,evidence_graph_only,仅事实图谱/证据层,5,14,9,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,,0,0,2,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
302,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,68,r068_verizoncommunications,VERIZON COMMUNICATIONS,威瑞森电信,evidence_graph_only,仅事实图谱/证据层,5,14,9,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,,0,0,0,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
303,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,72,r072_chinaresources,CHINA RESOURCES,中国华润有限公司,evidence_graph_only,仅事实图谱/证据层,5,14,9,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,,0,0,0,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
304,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,84,r084_chinaenergyinvestment,CHINA ENERGY INVESTMENT,国家能源投资集团有限责任公司,evidence_graph_only,仅事实图谱/证据层,5,14,9,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,,0,0,0,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
305,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,108,r108_powerchina,POWERCHINA,中国电力建设集团有限公司,evidence_graph_only,仅事实图谱/证据层,5,14,9,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,,0,0,0,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
306,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,112,r112_sinopharm,SINOPHARM,中国医药集团有限公司,evidence_graph_only,仅事实图谱/证据层,5,14,9,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,,0,0,0,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
307,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,149,r149_procterandgamble,PROCTER & GAMBLE,宝洁公司,evidence_graph_only,仅事实图谱/证据层,5,14,9,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,,0,0,0,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
308,P3_extract_values_from_matched_reports,从已匹配报告补 Scope 数值,150,r150_wuchanzhongdagroup,WUCHAN ZHONGDA GROUP,物产中大集团股份有限公司,evidence_graph_only,仅事实图谱/证据层,5,14,9,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_standard_evidence|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,有标准/准则证据；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,,0,0,0,先从已匹配报告中抽取 Scope 1/2/3 绝对值、Scope 2 市场法/位置法、Scope 3 类别表，并补数据来源/质量与页码追溯。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
